Unique_Identifier,Collection_Name,ISO_Code,Painting_Title,Painting_Description,Date_Painted_Start,Date_Painted_End,Artist_Name_INPUT,Artist_Dates_INPUT,Category,Tags,Painting_Title_Capitals
TWW0000000672,Auckland War Memorial Museum,ENG,"View of Deep Creek (Torbay), Northern end",,1897,1897,Alice McArthur,1875-1943,Landscapes & Seascapes,"bays,cliffs,seascapes,ships,islands","View Deep Creek (Torbay), Northern"
TWW0000025590,Private Collection,ENG,"Avon Gorge, Bristol",,1801,1900,James Baker Pyne,1800-1884,Landscapes & Seascapes,"valleys,hills,people,trees","Avon Gorge, Bristol"
TWW0000025594,Private Collection,ENG,On the Lake at Brienz,,1837,1837,James Duffield Harding,1798-1863,Landscapes & Seascapes,"lakes,mountains,snow",On Lake Brienz
TWW0000025597,Private Collection,ENG,Le Havre,,1801,1900,James Holland,1799-1870,Buildings & Architecture,"ports,towers,townscapes,boats,people",Le Havre
TWW0000025598,Private Collection,ENG,Schloss Rutsen,,1801,1900,James Holland,1799-1870,Landscapes & Seascapes,"castles,rivers,valleys,hills,boats,people,horse-drawn",Schloss Rutsen
TWW0000006987,Manchester Art Gallery,ENG,"Braubach, West Germany",,1825,1825,Samuel Prout,1783-1852,Buildings & Architecture,"roads,buildings,towers","Braubach, West Germany"
TWW0000006988,Manchester Art Gallery,ENG,Bruges,,1820,1820,Samuel Prout,1783-1852,Buildings & Architecture,"people,buildings,canals",Bruges
TWW0000006989,Manchester Art Gallery,ENG,The Cathedral Market,,1825,1825,Samuel Prout,1783-1852,Buildings & Architecture,"religious buildings,markets,roads,religion",The Cathedral Market
TWW0000006990,Manchester Art Gallery,ENG,Venice,,1783,1852,Samuel Prout,1783-1852,Buildings & Architecture,"canals,buildings,bridges,people",Venice
TWW0000006991,Manchester Art Gallery,ENG,Portrait of a man called William Pitt,,1800,1800,Samuel Shelley,c.1750-c.1808,People & Society,"portraits,people",Portrait William Pitt
TWW0000006992,Manchester Art Gallery,ENG,Coast Scene at Iona,,1801,1900,Stewart Orr,1872-c.1945,Landscapes & Seascapes,"coasts,landscapes,seascapes",Coast Scene Iona
TWW0000006993,Manchester Art Gallery,ENG,"Concert Hall, Manchester","In the centre of the image is a classical style building. The front of the building can be seen. It has six columns, which are holding up a triangular shaped portico.",1820,1820,T. Sowler,,Buildings & Architecture,"public spaces,performances,theatre,music","Concert Hall, Manchester"
TWW0000006994,Manchester Art Gallery,ENG,Landscape with River and Meadow,,1870,1870,Thomas Collier,1840-1891,Landscapes & Seascapes,"landscapes,rivers,fields,trees",Landscape River Meadow
TWW0000006995,Manchester Art Gallery,ENG,"St. Agatha's Abbey, Richmond, Yorkshire",,1797,1797,Thomas Girtin,1775-1802,Landscapes & Seascapes,"religious buildings,landscapes,lakes,ruins","St. Agatha's Abbey, Richmond, Yorkshire"
TWW0000006996,Manchester Art Gallery,ENG,Landscape with Man Fishing,,1775,1802,Thomas Girtin,1775-1802,Landscapes & Seascapes,"landscapes,people,fishing,trees,bridges",Landscape Man Fishing
TWW0000006997,Manchester Art Gallery,ENG,Portsmouth Harbour,,1891,1891,Thomas Hardy,1757-1805,Travel & Transport,"ports,seascapes,ships,buildings",Portsmouth Harbour
TWW0000006998,Manchester Art Gallery,ENG,Cambridge from the Ely Road,,1775,1775,Thomas Hearne,1744-1817,Landscapes & Seascapes,"roads,rivers,cityscapes,people",Cambridge Ely Road
TWW0000006999,Manchester Art Gallery,ENG,The Old Manchester Exchange,,1793,1864,Thomas Hosmer Shepherd,1793-1864,Buildings & Architecture,"markets,roads,people,buildings",The Old Manchester Exchange
TWW0000007000,Manchester Art Gallery,ENG,The Royal Manchester Institution,,1830,1830,Thomas Hosmer Shepherd,1793-1864,Buildings & Architecture,"royalty,buildings,roads,people,horse-drawn",The Royal Manchester Institution
TWW0000008457,Newport Museum and Art Gallery,ENG,"The Pool, Bristol",,1800,1870,James Baker Pyne,1800-1870,Buildings & Architecture,"townscapes,cityscapes,people,ports,rivers,boats,travel,transport,trade","The Pool, Bristol"
TWW0000008458,Newport Museum and Art Gallery,ENG,Tingle Bridge on River Tavy in Devon,,1775,1863,James Bourne,1775-1863,Landscapes & Seascapes,"buildings,bridges,rivers",Tingle Bridge River Tavy Devon
TWW0000008459,Newport Museum and Art Gallery,ENG,Broughton Spout,,1775,1863,James Bourne,1775-1863,Buildings & Architecture,"roads,residential buildings,streams",Broughton Spout
TWW0000008460,Newport Museum and Art Gallery,ENG,Chepstow Castle,,1783,1854,James Bourne,1773-1854,Buildings & Architecture,"castles,buildings,architecture,people",Chepstow Castle
TWW0000008461,Newport Museum and Art Gallery,ENG,"The Seine, Pont de L'Arche",,1798,1863,James Duffield Harding,1798-1863,Buildings & Architecture,"bridges,roads,people,townscapes,rivers,hills,landscapes","The Seine, Pont L'Arche"
TWW0000008462,Newport Museum and Art Gallery,ENG,Newport from Christchurch,,1865,1865,James Flewitt Mullock,1818-1892,Landscapes & Seascapes,"townscapes,cityscapes,fields,hills,buildings",Newport Christchurch
TWW0000008463,Newport Museum and Art Gallery,ENG,"Sketch up in the Gwastad, Monmouthshire",,1887,1887,James Flewitt Mullock,1818-1892,Landscapes & Seascapes,"bridges,buildings,people,agriculture,industries,farms,streams","Sketch Gwastad, Monmouthshire"
TWW0000008464,Newport Museum and Art Gallery,ENG,"Twilight, Mendip Hills",,1882,1882,James Flewitt Mullock,1818-1892,Landscapes & Seascapes,"mountains,fields,farms,people,agriculture,industries","Twilight, Mendip Hills"
TWW0000008465,Newport Museum and Art Gallery,ENG,Zurich; Child's Harold Pilgrimage,,1818,1892,James Flewitt Mullock,1818-1892,Landscapes & Seascapes,"mountains,lakes",Zurich; Child's Harold Pilgrimage
TWW0000008466,Newport Museum and Art Gallery,ENG,"Antiquated Chestnut Tree, Tredegar Park, Newport",,1883,1883,James Flewitt Mullock,1818-1892,Landscapes & Seascapes,"parks,rivers,forests","Antiquated Chestnut Tree, Tredegar Park, Newport"
TWW0000008467,Newport Museum and Art Gallery,ENG,Raglan Castle; Terrace from the Moat,,1883,1883,James Flewitt Mullock,1818-1892,Buildings & Architecture,"landscapes,wetlands,castles",Raglan Castle; Terrace Moat
TWW0000008468,Newport Museum and Art Gallery,ENG,French Port,,1863,1863,James Wilson Carmichael,1799-1868,Travel & Transport,"boats,seascapes,ports,townscapes",French Port
TWW0000008469,Newport Museum and Art Gallery,ENG,"River Scene at St. Erith, Cornwall",,1864,1939,John Baragwanath King,1864-1939,Landscapes & Seascapes,"rivers,wetlands,fields","River Scene St. Erith, Cornwall"
TWW0000008470,Newport Museum and Art Gallery,ENG,"Ford's Alms Houses, Coventry",,1780,1851,John Buckler,1770-1851,Buildings & Architecture,"public spaces,roads,residential buildings,social life,people,drink","Ford's Alms Houses, Coventry"
TWW0000026946,Private Collection,ENG,Naval Brigade Camp,Black Sea and Crimean Sketches.,1854,1854,William Brabazon Urmston,1828-1869,Landscapes & Seascapes,"fields,plains,buildings,encampments,military,politics,people,society",Naval Brigade Camp
TWW0000026947,Private Collection,ENG,Sevastopol Harbour and Remains of Russian Fleet,Black Sea and Crimean Sketches.,1855,1855,William Brabazon Urmston,1828-1869,Landscapes & Seascapes,"townscapes,buildings,roads,coasts,hills,boats,travel,transport",Sevastopol Harbour Remains Russian Fleet
TWW0000026948,Private Collection,ENG,General View of Sevastopol and North Forts etc from Front of Gordons on 21st Gun Battery,"Inscription reads: [from left to right] Gordons battery, Crows nest, head of Harbour creek, barack battery slower 2 gun ditto, lower 4 gun battery- Redan wall- great Redan â€“ interior of Fort Nicholas. Black Sea and Crimean Sketches.",1855,1855,William Brabazon Urmston,1828-1869,Landscapes & Seascapes,"townscapes,buildings,roads,coasts,hills,boats,travel,transport,military,people,society,fields",General View Sevastopol North Forts Front Gordons 21st Gun Battery
TWW0000026949,Private Collection,ENG,"Valley of Shadow of Death, Sevastopol",Black Sea and Crimean Sketches.,1855,1855,William Brabazon Urmston,1828-1869,Landscapes & Seascapes,"valleys,military,roads,people,society","Valley Shadow Death, Sevastopol"
TWW0000026950,Private Collection,ENG,View from Victoria Redoubt,Black Sea and Crimean Sketches.,1855,1855,William Brabazon Urmston,1828-1869,Landscapes & Seascapes,"seascapes,townscapes,fields,people,society,military",View Victoria Redoubt
TWW0000026951,Private Collection,ENG,Sketched from French Cricket House,Black Sea and Crimean Sketches.,1855,1855,William Brabazon Urmston,1828-1869,Landscapes & Seascapes,"buildings,ruins,townscapes,fields,people,coasts,society,encampments,military",Sketched French Cricket House
TWW0000026952,Private Collection,ENG,Part of view of town of Sevastopol and fleets of the allies taken from Greenhill Battery (batty),Black Sea and Crimean Sketches.,1855,1855,William Brabazon Urmston,1828-1869,Landscapes & Seascapes,"ruins,townscapes,fields,military,people,society",Part Sevastopol Greenhill Battery (batty)
TWW0000026953,Private Collection,ENG,Monastary of St George near Balaklava,Black Sea and Crimean Sketches.,1855,1855,William Brabazon Urmston,1828-1869,Landscapes & Seascapes,"religious buildings,residential buildings,coasts,cliffs,buildings,architecture",Monastary St George Balaklava
TWW0000026954,Private Collection,ENG,Sketched from H.M.S Queen outside Sevastopol,Black Sea and Crimean Sketches.,1855,1855,William Brabazon Urmston,1828-1869,Landscapes & Seascapes,"townscapes,coasts,hills,fields,transport,travel,boats,military",Sketched Queen Sevastopol
TWW0000026955,Private Collection,ENG,Entrance to the Black Sea from the Bosporos sketched from Giants Mountain,Black Sea and Crimean Sketches.,1854,1854,William Brabazon Urmston,1828-1869,Landscapes & Seascapes,"people,military,seascapes,coasts,mountains,fields",Entrance Black Sea Bosporos Giants Mountain
TWW0000026956,Private Collection,ENG,Scene at Sinope - Wreck of the Egyptian brigade,Black Sea and Crimean Sketches.,1853,1853,William Brabazon Urmston,1828-1869,Landscapes & Seascapes,"boats,military,seascapes,coasts,mountains,beaches",Scene Sinope - Wreck Egyptian
TWW0000026957,Private Collection,ENG,Sinope Bay and combined fleets,Black Sea and Crimean Sketches.,1853,1853,William Brabazon Urmston,1828-1869,Landscapes & Seascapes,"boats,military,seascapes,coasts,mountains,beaches",Sinope Bay
TWW0000026959,Private Collection,ENG,Cathcart's Hill,Black Sea and Crimean Sketches.,1854,1854,William Brabazon Urmston,1828-1869,People & Society,"monuments,beaches,fields,military,seascapes,buildings,encampments,landscapes",Cathcart's Hill
TWW0000026877,Private Collection,ENG,View of Bristol,,1785,1785,Unknown Artist,,Landscapes & Seascapes,"cityscapes,ports,ships,religious buildings",View Bristol
TWW0000026878,Private Collection,ENG,View of Bristol,,1785,1785,Unknown Artist,,Landscapes & Seascapes,"rivers,ships,cliffs,boats,residential buildings",View Bristol
TWW0000026879,Private Collection,ENG,View of Bristol,,1785,1785,Unknown Artist,,Landscapes & Seascapes,"rivers,ships,cliffs,boats,residential buildings",View Bristol
TWW0000026884,Private Collection,ENG,Port of Maurice,,1801,1900,Unknown Artist,,Buildings & Architecture,"ports,mountains,valleys,rivers,bridges,landscapes",Port Maurice
TWW0000026885,Private Collection,ENG,"Ponte Lugano, and Tomb of the Plautia Family",,1801,1900,Unknown Artist,,Buildings & Architecture,"tombs,domestic life,architecture,bridges,rivers,mammals,horses,farms","Ponte Lugano, Tomb Plautia Family"
TWW0000026886,Private Collection,ENG,Tomb of Virgil,,1801,1900,Unknown Artist,,Buildings & Architecture,"tombs,cliffs",Tomb Virgil
TWW0000026888,Private Collection,ENG,Derwent Hall,,1901,1901,Unknown Artist,,Buildings & Architecture,"residential buildings,stately homes,gardens,hills",Derwent Hall
TWW0000009437,Pictures From History,ENG,The Mosque of Sultan al-Ashraf Qa'it Bay,"Pascal Xavier Coste was a French architect. His father was one of the leading joiners in Marseille. Showing intellectual and artistic promise, Pascal began his studies in the studio of Penchaud, architect of the departement and the municipalite. In 1814, he was received into the Ecole des Beaux-Arts in Paris. His time in Paris was a pivotal one in his life - there he met the geographer Edme FranÃ§ois Jomard, who put him in touch with the viceroy of Egypt, Mehmet Ali, who took Coste on as his architect in 1817.",1839,1839,Pascal Xavier Coste,1787-1879,Buildings & Architecture,"religious buildings,roads,people,social life,public spaces",The Mosque Sultan Qa'it Bay
TWW0000009438,Pictures From History,ENG,View of the Madrassa of Qanibey Emir Akhur and the Mosque of Ibrahim Aga,"Pascal Xavier Coste was a French architect. His father was one of the leading joiners in Marseille. Showing intellectual and artistic promise, Pascal began his studies in the studio of Penchaud, architect of the departement and the municipalite. In 1814, he was received into the Ecole des Beaux-Arts in Paris. His time in Paris was a pivotal one in his life - there he met the geographer Edme FranÃ§ois Jomard, who put him in touch with the viceroy of Egypt, Mehmet Ali, who took Coste on as his architect in 1817.",1839,1839,Pascal Xavier Coste,1787-1879,Buildings & Architecture,"religious buildings,roads,public spaces,public life,people,social life,festivals",View Madrassa Qanibey Emir Akhur Mosque Ibrahim Aga
TWW0000009439,Pictures From History,ENG,View of the Mosque of Ahmad ibn Tulun,"The Mosque of Ahmad Ibn Tulun is located in Cairo, Egypt. It is arguably the oldest mosque in the city surviving in its original form, and is the largest mosque in Cairo in terms of land area. There is significant controversy over the date of construction of the minaret, which features a helical outer staircase similar to that of the famous minaret in Samarra. Legend has it that ibn Tulun himself was accidentally responsible for the design of the structure: supposedly while sitting with his officials, he absentmindedly wound a piece of parchment around his finger. When someone asked him what he was doing, he responded, embarrassed, that he was designing a minaret. 
Pascal Xavier Coste was a French architect. His father was one of the leading joiners in Marseille. Showing intellectual and artistic promise, Pascal began his studies in the studio of Penchaud, architect of the departement and the municipalite. In 1814, he was received into the Ecole des Beaux-Arts in Paris. His time in Paris was a pivotal one in his life - there he met the geographer Edme FranÃ§ois Jomard, who put him in touch with the viceroy of Egypt, Mehmet Ali, who took Coste on as his architect in 1817.",1839,1839,Pascal Xavier Coste,1787-1879,Buildings & Architecture,religious buildings,View Mosque Ahmad Tulun
TWW0000009440,Pictures From History,ENG,View of the Mosque of Amr ibn al-As,"The Mosque of Amr ibn al-As, also called the Mosque of Amr, was originally built in 642 AD, as the centre of the newly-founded capital of Egypt, Fustat. The original structure was the first mosque ever built in Egypt, and by extension, the first mosque on the continent of Africa. 
Pascal Xavier Coste was a French architect. His father was one of the leading joiners in Marseille. Showing intellectual and artistic promise, Pascal began his studies in the studio of Penchaud, architect of the departement and the municipalite. In 1814, he was received into the Ecole des Beaux-Arts in Paris. His time in Paris was a pivotal one in his life - there he met the geographer Edme FranÃ§ois Jomard, who put him in touch with the viceroy of Egypt, Mehmet Ali, who took Coste on as his architect in 1817.",1839,1839,Pascal Xavier Coste,1787-1879,Buildings & Architecture,"religious buildings,people,social life",View Mosque Amr
TWW0000009441,Pictures From History,ENG,View of the Sultan al-Mansur ibn Qala'um Mosque,"The Mosque complex of Sultan Qala'un was built along the Shari' el-Muizz in 1284 by Sultan el-Mansur Qala'um. It comprises a mosque, madrasa, a mausoleum and a muristan (which was replaced by a modern hospital in the 1920s). The complex is the earliest example of a new Syrian style of those times, and displays typical Mameluke architecture.",1839,1839,Pascal Xavier Coste,1787-1879,Buildings & Architecture,"roads,trade,industries,markets,professions,social life,religious buildings",View Sultan Qala'um Mosque
TWW0000009442,Pictures From History,ENG,Landscape in Java,"Java is an island of Indonesia. With a population of 143 million, Java is the home of 57 percent of the Indonesian population, and is the most populous island on Earth. The Indonesian capital city, Jakarta, is located on western Java. Much of Indonesian history took place on Java. It was the centre of powerful Hindu-Buddhist empires, the Islamic sultanates, and the core of the colonial Dutch East Indies. Java was also the centre of the Indonesian struggle for independence during the 1930s and 1940s. Java dominates Indonesia politically, economically and culturally. 

Java is divided into four provinces, West Java, Central Java, East Java, and Banten, and also two special regions, Jakarta and Yogyakarta.",1830,1830,Pieter van Oort Hzn,1814-1834,Landscapes & Seascapes,"fields,mountains,farms",Landscape Java
